url,page_title,section,content_type,question,answer,raw_text,links_on_page
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,दूर सञ्‍चार कार्यालय बाजुरा | कार्यालय प्रमुख | इश्वर बहादुर सिंह | 9851408198 | 097-541108,दूर सञ्‍चार कार्यालय बाजुरा | कार्यालय प्रमुख | इश्वर बहादुर सिंह | 9851408198 | 097-541108,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,दूर सञ्‍चार कार्यालय दार्चुला | कार्यालय प्रमुख | कृष्ण बहादुर गरुङ्ग | 9858422246 | 093-420108,दूर सञ्‍चार कार्यालय दार्चुला | कार्यालय प्रमुख | कृष्ण बहादुर गरुङ्ग | 9858422246 | 093-420108,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,"दूर सञ्‍चार कार्यालय दिपायल, डोटी | कार्यालय प्रमुख | महेश रावल | 9858753717 | 094-440333","दूर सञ्‍चार कार्यालय दिपायल, डोटी | कार्यालय प्रमुख | महेश रावल | 9858753717 | 094-440333",
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,"दूर सञ्‍चार कार्यालय सिलगढी , डोटी | कार्यालय प्रमुख |  |  | 094-420333","दूर सञ्‍चार कार्यालय सिलगढी , डोटी | कार्यालय प्रमुख |  |  | 094-420333",
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,Provincial Directorate Biratnagar | 021-514444 | 021-574444,Provincial Directorate Biratnagar | 021-514444 | 021-574444,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,Provincial Directorate Birgunj | 051-533244 | ,Provincial Directorate Birgunj | 051-533244 | ,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,Provincial Directorate Kathmandu | 01-4229114 | 01-4246992,Provincial Directorate Kathmandu | 01-4229114 | 01-4246992,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,Provincial Directorate Gandaki | 061-533444 | 061-533999,Provincial Directorate Gandaki | 061-533444 | 061-533999,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,Provincial Directorate Bhairahawa | 071-500030 | 071-500027,Provincial Directorate Bhairahawa | 071-500030 | 071-500027,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,Provincial Directorate Surkhet | 083-590501 | ,Provincial Directorate Surkhet | 083-590501 | ,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,Provincial Directorate Attariya | 091-550222 | 091-551033,Provincial Directorate Attariya | 091-550222 | 091-551033,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,Pokhara Office | 061-570000 | 061-573000,Pokhara Office | 061-570000 | 061-573000,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,Hetauda Office | 057-520704 | 057-520000,Hetauda Office | 057-520704 | 057-520000,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,"Bharatpur Office | 056-596303, 056-596325, | 056-520511","Bharatpur Office | 056-596303, 056-596325, | 056-520511",
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,"Tandi, Parsa, Sauraha | 056-560122 | ","Tandi, Parsa, Sauraha | 056-560122 | ",
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,Birtamod Office | 023-540444 | 023-542444,Birtamod Office | 023-540444 | 023-542444,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,Butwal Office | 071-540104 | 071-540600,Butwal Office | 071-540104 | 071-540600,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,Dhangadhi | 091-521107 | 091-522222,Dhangadhi | 091-521107 | 091-522222,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,Surkhet | 083-520444 | 083-522444,Surkhet | 083-520444 | 083-522444,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,Banepa | 011-661200 | 011661222,Banepa | 011-661200 | 011661222,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,Palpa | 075-520101 | 075-520555,Palpa | 075-520101 | 075-520555,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,NT Shisuwa (Pokhara) | 061-560333 | ,NT Shisuwa (Pokhara) | 061-560333 | ,
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,"Itahari, Sunsari | 025-476444 | ","Itahari, Sunsari | 025-476444 | ",
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,"Hariwon, Sarlahi | 046-530666 | ","Hariwon, Sarlahi | 046-530666 | ",
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,"Janakpur, Dhanusha | 041-520009 | ","Janakpur, Dhanusha | 041-520009 | ",
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,"Hetauda, Makwanpur | 057-527000 | ","Hetauda, Makwanpur | 057-527000 | ",
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,"Bharatpur, Chitwan | 056-520104 | ","Bharatpur, Chitwan | 056-520104 | ",
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,"Butwal, Rupandehi | 071-550902 | ","Butwal, Rupandehi | 071-550902 | ",
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,"Nepalganj, Banke | 081-551688 | ","Nepalganj, Banke | 081-551688 | ",
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,"Surkhet, Surkhet | 083-523101 | ","Surkhet, Surkhet | 083-523101 | ",
https://www.ntc.net.np/about-us/contact,NT | Contact,Table,table,What is the information about 'Table' from NT | Contact?,"Dhangadhi, Kailali | 091-522003 | ","Dhangadhi, Kailali | 091-522003 | ",
https://www.ntc.net.np/about-us/contact,NT | Contact,General,paragraph,What information is available on NT | Contact?,"EN English नेपाली Self Care Register Login Change Password Change Password Organization Structure Board of Directors Vision, Mission & Goal Nepal Telecom in Brief Annual General Meeting Telecom Smarika Financial Statements Prabandha Patra Karmachari Biniyamawali","EN English नेपाली Self Care Register Login Change Password Change Password Organization Structure Board of Directors Vision, Mission & Goal Nepal Telecom in Brief Annual General Meeting Telecom Smarika Financial Statements Prabandha Patra Karmachari Biniyamawali",eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/contact,NT | Contact,Service-Related Query and Complaints,paragraph,What is the information about 'Service-Related Query and Complaints' from NT | Contact?,"A) Available via Customer Care 1) Dial 1498: GSM Service related query and complaint registration 2) Dial 197: PSTN Number Inquiry B) Available via IVR 1) Dial 198: PSTN, ADSL & FTTH Service related query and complaint registration 2) Dial 188: VOIP Call Complain 3) Dial 1606: PSTN Bill Inquiry 4) Dial 1607: GSM PUK Inquiry","A) Available via Customer Care 1) Dial 1498: GSM Service related query and complaint registration 2) Dial 197: PSTN Number Inquiry B) Available via IVR 1) Dial 198: PSTN, ADSL & FTTH Service related query and complaint registration 2) Dial 188: VOIP Call Complain 3) Dial 1606: PSTN Bill Inquiry 4) Dial 1607: GSM PUK Inquiry",eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/contact,NT | Contact,Office of Chief Commercial Officer (CCO),paragraph,What is the information about 'Office of Chief Commercial Officer (CCO)' from NT | Contact?,"Central Office, Doorsanchar Bhawan Bhadrakali Plaza, Kathmandu, Nepal. Phone: 977-1-4210106 Fax: 977-1-4258233 Email: ntc.cco@ntc.net.np","Central Office, Doorsanchar Bhawan Bhadrakali Plaza, Kathmandu, Nepal. Phone: 977-1-4210106 Fax: 977-1-4258233 Email: ntc.cco@ntc.net.np",eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/contact,NT | Contact,Office of Chief Operations Officer (COO),paragraph,What is the information about 'Office of Chief Operations Officer (COO)' from NT | Contact?,"Central Office, Doorsanchar Bhawan Bhadrakali Plaza, Kathmandu, Nepal. Tel: 977-1-4210203 Email: coo@ntc.net.np","Central Office, Doorsanchar Bhawan Bhadrakali Plaza, Kathmandu, Nepal. Tel: 977-1-4210203 Email: coo@ntc.net.np",eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/contact,NT | Contact,Office of Chief Technical Officer (CTO),paragraph,What is the information about 'Office of Chief Technical Officer (CTO)' from NT | Contact?,"Central Office, Doorsanchar Bhawan Bhadrakali Plaza, Kathmandu, Nepal. Tel: 977-1-4210105 Fax: 977-1-4210119 Email: cto.nsq@ntc.net.np","Central Office, Doorsanchar Bhawan Bhadrakali Plaza, Kathmandu, Nepal. Tel: 977-1-4210105 Fax: 977-1-4210119 Email: cto.nsq@ntc.net.np",eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/contact,NT | Contact,Office of Chief Human Resource Officer (CHRO),paragraph,What is the information about 'Office of Chief Human Resource Officer (CHRO)' from NT | Contact?,"Central Office, Doorsanchar Bhawan Bhadrakali Plaza, Kathmandu, Nepal. Tel: 977-1-4210107","Central Office, Doorsanchar Bhawan Bhadrakali Plaza, Kathmandu, Nepal. Tel: 977-1-4210107",eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/contact,NT | Contact,Office of Chief Financial Officer (CFO),paragraph,What is the information about 'Office of Chief Financial Officer (CFO)' from NT | Contact?,"Central Office, Doorsanchar Bhawan Bhadrakali Plaza, Kathmandu, Nepal. Tel: 977-1-4210104","Central Office, Doorsanchar Bhawan Bhadrakali Plaza, Kathmandu, Nepal. Tel: 977-1-4210104",eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/contact,NT | Contact,Information Technology Directorate (ITD),paragraph,What is the information about 'Information Technology Directorate (ITD)' from NT | Contact?,"International Telephone Exchange Building Jawalakhel , Lalitpur, Nepal. Tel: 977-1-5446996 (Director's Office)","International Telephone Exchange Building Jawalakhel , Lalitpur, Nepal. Tel: 977-1-5446996 (Director's Office)",eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/contact,NT | Contact,International Service Department (ISD),paragraph,What is the information about 'International Service Department (ISD)' from NT | Contact?,"Central Office, Doorsanchar Bhawan Bhadrakali Plaza, Kathmandu, Nepal. Tel: 977-1-4210352 Fax:977-1-4227260 Email: nt.isd@ntc.net.np","Central Office, Doorsanchar Bhawan Bhadrakali Plaza, Kathmandu, Nepal. Tel: 977-1-4210352 Fax:977-1-4227260 Email: nt.isd@ntc.net.np",eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/contact,NT | Contact,Civil Department,paragraph,What is the information about 'Civil Department' from NT | Contact?,"Central Office, Doorsanchar Bhawan Bhadrakali Plaza, Kathmandu, Nepal. Nepal Doorsanchar Company Limited Central Office, Bhadrakali Plaza, Kathmandu Nepal Information Officer/ Nodal Officer Deputy Manager Phone: 01-4210283 Mobile : 9851314981 Email: info.nt@ntc.net.np","Central Office, Doorsanchar Bhawan Bhadrakali Plaza, Kathmandu, Nepal. Nepal Doorsanchar Company Limited Central Office, Bhadrakali Plaza, Kathmandu Nepal Information Officer/ Nodal Officer Deputy Manager Phone: 01-4210283 Mobile : 9851314981 Email: info.nt@ntc.net.np",eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/contact,NT | Contact,Prakash Chandra Sigdel,paragraph,What is the information about 'Prakash Chandra Sigdel' from NT | Contact?,Asst. Information Officer/ Asst. Nodal Officer Senior Business Officer Phone: 01-4210108 Mobile : 9851314982 Email : gunaso.nt@ntc.net.np,Asst. Information Officer/ Asst. Nodal Officer Senior Business Officer Phone: 01-4210108 Mobile : 9851314982 Email : gunaso.nt@ntc.net.np,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/contact,NT | Contact,Rabindra Manandhar,paragraph,What is the information about 'Rabindra Manandhar' from NT | Contact?,Spokesperson (for media inquiry) (Manager) Phone: 01-4210204 Mobile: 98513 71415,Spokesperson (for media inquiry) (Manager) Phone: 01-4210204 Mobile: 98513 71415,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/contact,NT | Contact,Prakshet Thapa Chhetri,paragraph,What is the information about 'Prakshet Thapa Chhetri' from NT | Contact?,Joint Spokesperson (for media inquiry) (Deputy Manager) Phone: 01-4210296 Mobile: 98513 81415 Email: nt.spokesperson@ntc.net.np,Joint Spokesperson (for media inquiry) (Deputy Manager) Phone: 01-4210296 Mobile: 98513 81415 Email: nt.spokesperson@ntc.net.np,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/contact,NT | Contact,Join our Newsletters,paragraph,What is the information about 'Join our Newsletters' from NT | Contact?,Receive the latest news and exclusive offers © 2026 Nepal Telecom. All Rights Reserved. 4G/LTE Band Check,Receive the latest news and exclusive offers © 2026 Nepal Telecom. All Rights Reserved. 4G/LTE Band Check,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,General,paragraph,What information is available on NT | Milestones?,"EN English नेपाली Self Care Register Login Change Password Change Password Organization Structure Board of Directors Vision, Mission & Goal Nepal Telecom in Brief Annual General Meeting Telecom Smarika Financial Statements Prabandha Patra Karmachari Biniyamawali VoWiFi launched","EN English नेपाली Self Care Register Login Change Password Change Password Organization Structure Board of Directors Vision, Mission & Goal Nepal Telecom in Brief Annual General Meeting Telecom Smarika Financial Statements Prabandha Patra Karmachari Biniyamawali VoWiFi launched",eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,VoWiFi launched,paragraph,What is the information about 'VoWiFi launched' from NT | Milestones?,Wireless Broadband (Namaste Wi-Fi) launched,Wireless Broadband (Namaste Wi-Fi) launched,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,Wireless Broadband (Namaste Wi-Fi) launched,paragraph,What is the information about 'Wireless Broadband (Namaste Wi-Fi) launched' from NT | Milestones?,eSIM launched 2022 VoLTE launched 2020 Nepal China connected through Optical Network at Kerung,eSIM launched 2022 VoLTE launched 2020 Nepal China connected through Optical Network at Kerung,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,NT Pro service launched,paragraph,What is the information about 'NT Pro service launched' from NT | Milestones?,"Social Site ""Meet"" launched 2015","Social Site ""Meet"" launched 2015",eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,FTTH service launched,paragraph,What is the information about 'FTTH service launched' from NT | Milestones?,"Wi-Fi Hotspot, NT Official Mobile App 2014","Wi-Fi Hotspot, NT Official Mobile App 2014",eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,"Wi-Fi Hotspot, NT Official Mobile App",paragraph,"What is the information about 'Wi-Fi Hotspot, NT Official Mobile App' from NT | Milestones?",IP-Based Wireline Network (NGN) service launched 2013,IP-Based Wireline Network (NGN) service launched 2013,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,IP-Based Wireline Network (NGN) service launched,paragraph,What is the information about 'IP-Based Wireline Network (NGN) service launched' from NT | Milestones?,Convergent Real Time Billing and Customer Support system launched 2012,Convergent Real Time Billing and Customer Support system launched 2012,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,Convergent Real Time Billing and Customer Support system launched,paragraph,What is the information about 'Convergent Real Time Billing and Customer Support system launched' from NT | Milestones?,IP-CDMA system commissioned 2012,IP-CDMA system commissioned 2012,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,WiMAX 4G service launched,paragraph,What is the information about 'WiMAX 4G service launched' from NT | Milestones?,GSM 3G Data Card service introduced 2011,GSM 3G Data Card service introduced 2011,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,GSM 3G Data Card service introduced,paragraph,What is the information about 'GSM 3G Data Card service introduced' from NT | Milestones?,First International Carrier Partner’s Meet organized by NT 2011,First International Carrier Partner’s Meet organized by NT 2011,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,First International Carrier Partner’s Meet organized by NT,paragraph,What is the information about 'First International Carrier Partner’s Meet organized by NT' from NT | Milestones?,Launching of GSM 3G Data Only Service 2011,Launching of GSM 3G Data Only Service 2011,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,Launching of GSM 3G Data Only Service,paragraph,What is the information about 'Launching of GSM 3G Data Only Service' from NT | Milestones?,Launching of EasyPhone SIP PPP Service 2011,Launching of EasyPhone SIP PPP Service 2011,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,Launching of EasyPhone SIP PPP Service,paragraph,What is the information about 'Launching of EasyPhone SIP PPP Service' from NT | Milestones?,NT service available in all VDC of Nepal,NT service available in all VDC of Nepal,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,NT service available in all VDC of Nepal,paragraph,What is the information about 'NT service available in all VDC of Nepal' from NT | Milestones?,Launching of EasyPhone SIP EasyCall Service 2010,Launching of EasyPhone SIP EasyCall Service 2010,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,EVDO Service started,paragraph,What is the information about 'EVDO Service started' from NT | Milestones?,Postpaid CDMA Mobile Service started 2009,Postpaid CDMA Mobile Service started 2009,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,Postpaid CDMA Mobile Service started,paragraph,What is the information about 'Postpaid CDMA Mobile Service started' from NT | Milestones?,SMS Service from GSM to CDMA mobile started 2009,SMS Service from GSM to CDMA mobile started 2009,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,SMS Service from GSM to CDMA mobile started,paragraph,What is the information about 'SMS Service from GSM to CDMA mobile started' from NT | Milestones?,IVR 1606 Service extended outside Kathmandu Valley 2009,IVR 1606 Service extended outside Kathmandu Valley 2009,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,IVR 1606 Service extended outside Kathmandu Valley,paragraph,What is the information about 'IVR 1606 Service extended outside Kathmandu Valley' from NT | Milestones?,IVR 198 Service extended outside KTM valley 2009,IVR 198 Service extended outside KTM valley 2009,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,IVR 198 Service extended outside KTM valley,paragraph,What is the information about 'IVR 198 Service extended outside KTM valley' from NT | Milestones?,PSTN VMS - Notice Board Service Launched 2008,PSTN VMS - Notice Board Service Launched 2008,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,PSTN VMS - Notice Board Service Launched,paragraph,What is the information about 'PSTN VMS - Notice Board Service Launched' from NT | Milestones?,IVR 198 service extended for ADSL Fault Complaint Registration 2008,IVR 198 service extended for ADSL Fault Complaint Registration 2008,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,IVR 198 service extended for ADSL Fault Complaint Registration,paragraph,What is the information about 'IVR 198 service extended for ADSL Fault Complaint Registration' from NT | Milestones?,IVR Service 1607 started for GSM and CDMA PUK Enquiry 2008,IVR Service 1607 started for GSM and CDMA PUK Enquiry 2008,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,IVR Service 1607 started for GSM and CDMA PUK Enquiry,paragraph,What is the information about 'IVR Service 1607 started for GSM and CDMA PUK Enquiry' from NT | Milestones?,Broadband ADSL Service launched 2008,Broadband ADSL Service launched 2008,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,Broadband ADSL Service launched,paragraph,What is the information about 'Broadband ADSL Service launched' from NT | Milestones?,"GPRS, 3G and CRBT Services introduced in GSM Mobile 2007","GPRS, 3G and CRBT Services introduced in GSM Mobile 2007",eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,"GPRS, 3G and CRBT Services introduced in GSM Mobile",paragraph,"What is the information about 'GPRS, 3G and CRBT Services introduced in GSM Mobile' from NT | Milestones?",VOIP Call Complaint Registration started via 188 IVR Service 2007,VOIP Call Complaint Registration started via 188 IVR Service 2007,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
https://www.ntc.net.np/about-us/milestones,NT | Milestones,VOIP Call Complaint Registration started via 188 IVR Service,paragraph,What is the information about 'VOIP Call Complaint Registration started via 188 IVR Service' from NT | Milestones?,PSTN Bill Enquiry Service started via 1606 IVR Service 2007,PSTN Bill Enquiry Service started via 1606 IVR Service 2007,eSIM: https://esim.ntc.net.np | Career: https://www.ntc.net.np/post/new-career | Offers: https://www.ntc.net.np/post/summer-package | Offers: https://offer.ntc.net.np/ | Email: https://webmail.ntc.net.np/
